Title,Location,Price per night,Discounted price per night,Price per week,Stars,Number Traveler,Number Room,Number Bed,Number Bathroom,Equipment,url,latitude,longitude,jours reserves,periode reservation
Maison face à l'océan,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",102 € ,,868 €,"5,0 ·",4 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Accès à la plage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Patio ou balcon\xa0: privé(e)', 'Lit parapluie\xa0: toujours dans le logement']",https://www.airbnb.fr/rooms/868718163734933447?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696261867_KSvaMv0eVqrEV4Dy&previous_page_section_name=1000&federated_search_id=cbd31cab-84ed-4ea3-b48a-01ef078f913e,46.08099,-1.09452,0,01/06/2024 - 30/09/2024
Appt + jardinet MER 2 pers à Châtelaillon-Plage,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",59 € ,,495 €,,3 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Vue sur la cour', 'Vue sur le jardin', 'Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'TV avec télévision par câble haut de gamme', 'Lave-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/36521335?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696261867_Ed2gP%2Bt97%2B075Y3t&previous_page_section_name=1000&federated_search_id=cbd31cab-84ed-4ea3-b48a-01ef078f913e,46.06354,-1.09115,0,01/06/2024 - 30/09/2024
1908 Maison Emile à deux pas de la plage,"Châtelaillon-Plage, Poitou-Charentes, France",210 € ,,1 916 €,,7 voyageurs , 4 chambres , 4 lits , 2 salles de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'TV avec abonnement standard au câble', 'Lave-linge']",https://www.airbnb.fr/rooms/915326?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696261867_wrue4Yb8E9bFLQ2%2F&previous_page_section_name=1000&federated_search_id=cbd31cab-84ed-4ea3-b48a-01ef078f913e,46.07226,-1.09049,50,01/06/2024 - 30/09/2024
Une escale face à la mer  (T2 pour 4  personnes),"Châtelaillon-Plage, Nouvelle-Aquitaine, France",120 € ,,1 015 €,,4 voyageurs , 2 chambres , 3 lits , 1 salle de bain,"[""Vue sur l'océan"", 'Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Télévision', 'Lave-linge']",https://www.airbnb.fr/rooms/44157354?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696261867_mq%2BdQbHc3%2BtzKTbP&previous_page_section_name=1000&federated_search_id=cbd31cab-84ed-4ea3-b48a-01ef078f913e,46.08094,-1.0949,0,01/06/2024 - 30/09/2024
Joli appartement vue mer au pied de la plage,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",130 € ,,1 156 €,,4 voyageurs , 1 chambre , 3 lits , 1 salle de bain,"['Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Parking gratuit sur place', ""Piscine Partagé extérieure (disponible à certaines périodes, heures d'ouverture spécifiques)"", 'Animaux acceptés', 'Télévision', 'Ascenseur', 'Lave-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/571450620097545537?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696261867_S4TIVhcobaKFookk&previous_page_section_name=1000&federated_search_id=cbd31cab-84ed-4ea3-b48a-01ef078f913e,46.07694,-1.09235,21,01/06/2024 - 30/09/2024
Chatelaillon-Plage Gîte 6 personnes 700m plage,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",207 € ,,1 727 €,,6 voyageurs , 3 chambres , 4 lits , 3 salles de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Arrière-cour', 'Lit pour bébé', 'Lit parapluie', 'Sèche-cheveux']",https://www.airbnb.fr/rooms/514402563371376222?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696261867_z%2B%2FwrhUOKd7ghIzE&previous_page_section_name=1000&federated_search_id=cbd31cab-84ed-4ea3-b48a-01ef078f913e,46.0697,-1.0885,30,01/06/2024 - 30/09/2024
Appartement avec balcon vue mer,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",140 € ,,1 164 €,,4 voyageurs , 2 chambres , 3 lits , 1 salle de bain,"[""Vue sur l'océan"", 'Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Wifi rapide (273\xa0Mbit/s)', 'Garage résidentiel gratuit sur place\xa0: 1\xa0place', ""Piscine Partagé extérieure (disponible à certaines périodes, heures d'ouverture spécifiques)"", 'Animaux acceptés', 'TV HD 55""', 'Lave-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/50026405?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262170_HA159iG7HEYYLPbZ&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.05666,-1.08714,0,01/06/2024 - 30/09/2024
Villa de standing à l'océan,"Châtelaillon-Plage, Poitou-Charentes, France",127 € ,,1 073 €,,6 voyageurs , 3 chambres , 5 lits , 2 salles de bain,"['Accès plage\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Télévision', 'Lave-linge', 'Arrière-cour', 'Cheminée']",https://www.airbnb.fr/rooms/11687597?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_WCzkrirING1S%2BFJ7&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.07571,-1.08831,20,01/06/2024 - 30/09/2024
A deux pas de la plage,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",81 € ,,694 €,,4 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Accès plage\xa0: Public ou partagé', 'Cuisine', 'Parking gratuit sur place', 'Télévision', 'Lave-linge (Gratuit) dans le logement', 'Sèche-linge', 'Patio ou balcon\xa0: privé(e)', 'Sèche-cheveux', 'Réfrigérateur']",https://www.airbnb.fr/rooms/40483420?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_47dUjN495QH7rgU7&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.07504,-1.09096,0,01/06/2024 - 30/09/2024
VILLA GABY,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",220 € ,,2 068 €,"5,0 ·",6 voyageurs , 3 chambres , 4 lits , 2 salles de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Télévision', 'Lave-linge', 'Climatisation centrale', 'Arrière-cour', 'Sèche-cheveux']",https://www.airbnb.fr/rooms/24768426?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_THsJpX80bMa8oGkz&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.0738,-1.0923,37,01/06/2024 - 30/09/2024
"Appart  ""Madame"" - 2 pers.","Châtelaillon-Plage, Nouvelle-Aquitaine, France",90 € ,,793 €,,2 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Piscine', 'Télévision', 'Lave-linge', 'Patio ou balcon', 'Arrière-cour']",https://www.airbnb.fr/rooms/39106452?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_FEeUGrqyoyCda4wi&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.07374,-1.0883,0,01/06/2024 - 30/09/2024
Bienvenue à Chatelaillon  /Résidence  les Palmiers,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",71 € ,,608 €,"4,96 ·",4 voyageurs , Studio , 3 lits , 1 salle de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Allée de stationnement gratuite sur place', 'Animaux acceptés', 'TV avec abonnement standard au câble', 'Lave-linge', 'Climatisation']",https://www.airbnb.fr/rooms/39607504?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_Fig9TIPRTsZEZOYi&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.0772,-1.09246,28,01/06/2024 - 30/09/2024
VILLA BALNEAIRE AU COEUR DE CHATELAILLON-PLAGE,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",220 € ,,1 892 €,"4,88 ·",8 voyageurs , 3 chambres , 4 lits , 2 salles de bain,"['Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'TV HD avec télévision par câble haut de gamme', 'Lave-linge (Gratuit) dans le logement', 'Sèche-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: privé(e)', 'Arrière-cour privée – Clôture intégrale']",https://www.airbnb.fr/rooms/33001216?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_PV25O6Bq%2FMKmdug9&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.0724,-1.0914,0,01/06/2024 - 30/09/2024
Petite maison meublée,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",40 € ,,366 €,"4,74 ·",3 voyageurs , 1 chambre , 2 lits , 1 salle de bain et 1 toilette,"['Vue sur la cour', 'Cuisine', 'Parking gratuit sur place', 'Animaux acceptés', 'TV HD', 'Patio ou balcon\xa0: privé(e)', 'Réfrigérateur']",https://www.airbnb.fr/rooms/583931719292129301?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_hMIPMqO7dtUAsO1y&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.06736,-1.0912,0,01/06/2024 - 30/09/2024
Location meublée au calme avec piscine chauffée,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",84 € ,,716 €,"4,85 ·",2 voyageurs , Studio , 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Piscine extérieure Privé', 'Télévision', 'Patio ou balcon', 'Arrière-cour', 'Lit parapluie']",https://www.airbnb.fr/rooms/50634844?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_Sxo%2BxwG%2B1j0oY3AV&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.07953,-1.07977,36,01/06/2024 - 30/09/2024
A 150 m de la plage,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",60 € ,,514 €,,2 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Cuisine', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Patio ou balcon', 'Arrière-cour privée – Clôture intégrale', 'Logement fumeur']",https://www.airbnb.fr/rooms/43886823?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_tJhOx1u9h%2FqZAmIj&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.06246,-1.092,30,01/06/2024 - 30/09/2024
Jolie maison dans résidence privée sécurisée,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",140 € ,,1 179 €,,4 voyageurs , 2 chambres , 2 lits , 2 salles de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Wifi rapide (298\xa0Mbit/s)', 'Parking gratuit dans la rue', ""Piscine Partagé extérieure (disponible à certaines périodes, heures d'ouverture spécifiques)"", 'TV 41"" avec lecteur DVD', 'Lave-linge (Gratuit) dans le logement', 'Baignoire', 'Patio ou balcon\xa0: privé(e)']",https://www.airbnb.fr/rooms/624829735068651679?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_a3ZtDXGzGU1vv2m%2F&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.08163,-1.08409,65,01/06/2024 - 30/09/2024
Maisonnette avec terrasse,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",100 €,90 € ,744 €,"4,55 ·",2 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Vue sur la baie', 'Vue sur la cour', 'Accès plage\xa0: Public ou partagé', 'Cuisine', 'Vitesse du réseau wifi\xa0: 37\xa0Mbps', 'Parking gratuit sur place', 'TV HD 32"" avec abonnement standard au câble', 'Sèche-linge (Payant) dans le bâtiment', 'Patio ou balcon\xa0: privé(e)']",https://www.airbnb.fr/rooms/595484643001503981?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_bZNWa1%2FNciIvtP4y&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.0558,-1.08518,0,01/06/2024 - 30/09/2024
Le Parasol Bleu,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",107 € ,,909 €,,4 voyageurs , 2 chambres , 3 lits , 1 salle de bain,"['Vue sur la cour', 'Accès plage\xa0: Public ou partagé', 'Cuisine', 'Wifi rapide (295\xa0Mbit/s)', 'Espace de travail dédié', 'Allée de stationnement gratuite sur place\xa0: 1\xa0place', 'Télévision', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: privé(e)']",https://www.airbnb.fr/rooms/645449569403442229?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_BZK8%2BnPbN%2FkVpbID&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.0752,-1.0806,0,01/06/2024 - 30/09/2024
Studio/maisonnette à louer Châtelaillon-plage,"Châtelaillon-Plage, Aquitaine Limousin Poitou-Charentes, France",65 € ,,557 €,"4,64 ·",2 voyageurs , 1 lit , 1 salle de bain,,"['Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptés', 'Télévision', 'Lave-linge', 'Arrière-cour', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/14271884?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_rkGirl62mj1yUvkQ&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.06571,-1.091,37,01/06/2024 - 30/09/2024
20mètres Plage - Maison -Jacuzzi - Wifi - Terrasse,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",130 € ,,1 076 €,"4,87 ·",2 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Vue sur le jardin', 'Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Vitesse du réseau wifi\xa0: 14\xa0Mbps', 'Espace de travail dédié', 'Stationnement gratuit sur place\xa0: 1\xa0place', 'Jacuzzi privé\xa0: disponible à certaines périodes, ouverture 24h/24', 'Animaux acceptés', 'TV HD 42""', 'Lave-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/36910224?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_0TcpJ4%2BIfrNOvqiP&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.08084,-1.0945,15,01/06/2024 - 30/09/2024
Calme et repos assurés proche toutes commodités,"Châtelaillon-Plage, Aquitaine-Limousin-Poitou-Charentes, France",140 € ,,1 179 €,"4,84 ·",4 voyageurs , 2 chambres , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'TV avec abonnement standard au câble', 'Lave-linge', 'Sèche-linge', 'Climatisation centrale', 'Arrière-cour privée – Clôture intégrale']",https://www.airbnb.fr/rooms/15092899?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_38b6IpevYM6L0HDo&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.07999,-1.08968,23,01/06/2024 - 30/09/2024
Maison chaleureuse / jacuzzi / plage 5 min à pied,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",215 € ,,1 793 €,"5,0 ·",7 voyageurs , 4 chambres , 4 lits , 1 salle de bain,"['Vue sur la cour', 'Vue sur le jardin', 'Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Jacuzzi privé\xa0: disponible à certaines périodes, ouverture 24h/24', 'Télévision', 'Lave-linge']",https://www.airbnb.fr/rooms/556441969543876764?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_gkz%2Be3MwTndSq5pB&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.07471,-1.08924,6,01/06/2024 - 30/09/2024
Charmante petite Maison CHATELNANON 250m de la mer,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",90 € ,,828 €,,4 voyageurs , 1 chambre , 4 lits , 1 salle de bain,"['Accès plage\xa0: Public ou partagé', 'Cuisine', 'Parking gratuit dans la rue', 'TV HD', 'Lave-linge (Gratuit) dans le logement', 'Chaise haute au sol\xa0: toujours dans le logement', 'Baignoire pour bébés', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/645286608803419003?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262171_N9diriVspq84rth2&previous_page_section_name=1000&federated_search_id=e40ec54d-1b0a-4c45-ac62-b2b5866aa24f,46.0776,-1.0917,0,01/06/2024 - 30/09/2024
Charmante petite Maison CHATELNANON 250m de la mer,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",90 € ,,828 €,,4 voyageurs , 1 chambre , 4 lits , 1 salle de bain,"['Accès plage\xa0: Public ou partagé', 'Cuisine', 'Parking gratuit dans la rue', 'TV HD', 'Lave-linge (Gratuit) dans le logement', 'Chaise haute au sol\xa0: toujours dans le logement', 'Baignoire pour bébés', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/645286608803419003?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_FhTZaMR8OzqilUoN&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.0776,-1.0917,0,01/06/2024 - 30/09/2024
"Appartement T2, 100m de la mer","Châtelaillon-Plage, Aquitaine-Limousin-Poitou-Charentes, France",82 € ,,721 €,,4 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Accès plage\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptés', 'TV avec abonnement standard au câble', 'Lave-linge', 'Lit parapluie']",https://www.airbnb.fr/rooms/14793487?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_Xc5CtW1d8VSAJODr&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.07597,-1.09078,0,01/06/2024 - 30/09/2024
"Appart  ""Madame"" - 2 pers.","Châtelaillon-Plage, Nouvelle-Aquitaine, France",90 € ,,793 €,"4,70 ·",2 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Piscine', 'Télévision', 'Lave-linge', 'Patio ou balcon', 'Arrière-cour']",https://www.airbnb.fr/rooms/39106452?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_hSzHcRsKJkfyjDtY&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.07374,-1.0883,0,01/06/2024 - 30/09/2024
Chambre d'hôte proche plage à 12 mn de La Rochelle,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",41 € ,,352 €,,1 lit , Salle de bain partagée,,,"['Serrure ou verrou sur la porte de la chambre', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Lave-linge']",https://www.airbnb.fr/rooms/658507997029892481?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1498651035&check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_TbAU1xGdklypWx8u&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.07416,-1.08742,0,01/06/2024 - 30/09/2024
Calme et repos assurés proche toutes commodités,"Châtelaillon-Plage, Aquitaine-Limousin-Poitou-Charentes, France",140 € ,,1 179 €,"4,84 ·",4 voyageurs , 2 chambres , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'TV avec abonnement standard au câble', 'Lave-linge', 'Sèche-linge', 'Climatisation centrale', 'Arrière-cour privée – Clôture intégrale']",https://www.airbnb.fr/rooms/15092899?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_3U7BgKbZInExAx1L&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.07999,-1.08968,23,01/06/2024 - 30/09/2024
Le Petit Cabourg,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",93 € ,,794 €,"4,80 ·",4 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"[""Vue sur l'océan"", 'Vue sur la mer', 'Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Allée de stationnement gratuite sur place\xa0: 1\xa0place', ""Piscine Partagé extérieure (disponible à certaines périodes, heures d'ouverture spécifiques)"", 'Télévision', 'Ascenseur', 'Patio ou balcon\xa0: privé(e)']",https://www.airbnb.fr/rooms/908410976903030979?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_ANl%2BTOOHMMN0jrYo&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.0767,-1.0932,30,01/06/2024 - 30/09/2024
T3 vue mer 3*  5 mn de la plage.30m thalasso calme,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",170 € ,,1 425 €,,4 voyageurs , 2 chambres , 3 lits , 1 salle de bain,"['Front de mer', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Sèche-linge', 'Baignoire', 'Patio ou balcon\xa0: privé(e)']",https://www.airbnb.fr/rooms/44017570?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_K0DurhL3ESAYKCuy&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.05995,-1.08731,0,01/06/2024 - 30/09/2024
Charmant T2 Chatelaillon proche de la plage,"Yves, Nouvelle-Aquitaine, France",69 € ,,552 €,,4 voyageurs , 2 chambres , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Réfrigérateur']",https://www.airbnb.fr/rooms/989064206611239164?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_vmEFgvLWKoTV3LSI&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.058090824652375,-1.0746055463813888,0,01/06/2024 - 30/09/2024
Maison de 75m2 à 3 minutes à pied de la plage.,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",136 € ,,1 177 €,"4,73 ·",6 voyageurs , 2 chambres , 4 lits , 1 salle de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Arrière-cour', 'Lit pour bébé', 'Lit parapluie']",https://www.airbnb.fr/rooms/20588529?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_C2serVPqH33cNP8Z&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.0652,-1.0918,1,01/06/2024 - 30/09/2024
Chambre d'Hôtes de charme à deux pas de la plage,"Châtelaillon-Plage, Poitou-Charentes, France",95 € ,,784 €,,1 lit queen size , Salle de bain privée attenante,,,"['Serrure ou verrou sur la porte de la chambre', 'Accès plage ou bord de mer', 'Wifi', 'Parking gratuit dans la rue', 'TV HD', 'Dépôt de bagages autorisé', 'Sèche-cheveux', 'Four à micro-ondes', 'Petit déjeuner', 'Séjours longue durée autorisés']",https://www.airbnb.fr/rooms/3423499?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1643412162&check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_nUCP1wIkGWrcs183&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.0728,-1.0894,3,01/06/2024 - 30/09/2024
STUDIO CHATELAILLON-PLAGE,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",51 € ,,437 €,,2 voyageurs , Studio , 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge (Gratuit) dans le logement', 'Arrière-cour', 'Sèche-cheveux', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/37208697?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_ysA4gxPVwpmzKBiL&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.05841,-1.08352,90,01/06/2024 - 30/09/2024
Appartement La Perle Résidence un coin de Bonheur,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",170 €,136 € ,1 146 €,,5 voyageurs , 2 chambres , 4 lits , 1 salle de bain,"['Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Allée de stationnement gratuite sur place\xa0: 1\xa0place', 'TV HD 32""', 'Lave-linge (Gratuit) dans le logement', 'Arrière-cour privée – Clôture intégrale', 'Dépôt de bagages autorisé', 'Lit pour bébé']",https://www.airbnb.fr/rooms/51286531?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_xV6y7G34rfnI6Ps%2F&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.0582,-1.0869,0,01/06/2024 - 30/09/2024
Maison de bord de mer,"Angoulins, Nouvelle-Aquitaine, France",98 € ,,900 €,,4 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Wifi rapide (69\xa0Mbit/s)', 'Parking gratuit sur place', 'Télévision', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: privé(e)', 'Sèche-cheveux', 'Réfrigérateur']",https://www.airbnb.fr/rooms/48311655?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_sVn11FEC11bvu%2BEs&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.09503,-1.09881,28,01/06/2024 - 30/09/2024
Appartement en bord de mer,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",60 € ,,498 €,"4,87 ·",4 voyageurs , Studio , 3 lits , 1 salle de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Parking gratuit dans la rue', 'Piscine', 'Télévision', 'Lave-linge\xa0: dans le logement', 'Baignoire', 'Patio ou balcon\xa0: privé(e)', 'Lit pour bébé']",https://www.airbnb.fr/rooms/35874743?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696262490_A6cE5%2Bi%2FRP9C%2BCbv&previous_page_section_name=1000&federated_search_id=82ac100f-30ba-4f74-a517-9c88fa747b0e,46.07664,-1.09141,0,01/06/2024 - 30/09/2024
