Title,Subtitle,Location,Price per night,Discounted price per night,Price per week,Stars,Number Traveler,Number Room,Number Bed,Number Bathroom,Equipment,url,latitude,longitude,jours reserves,periode reservation,City,Number annonce,euros,type_logement,Test_Equipment
"Grand atelier vitre , poele,et chambre sur jardin",Logement entier : maison d'hotes . Chez Carole2 voyageurs *  * 1 chambre *  * 1 lit *  * 1 salle de bain,"Salles-sur-Mer, Poitou-Charentes, France",75 EUR ,,643 EUR,"4,74 *",2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place']",https://www.airbnb.fr/rooms/2398868?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867147_Z2Lft4RdLn8Oz7%2Ba&previous_page_section_name=1000&federated_search_id=51a33c71-94ea-4717-a267-47cf81e1d65c,46.10302,-1.05478,0,01/06/2024 - 30/09/2024,Salles-sur-Mer,2398868,75,maison,"'cuisine', 'wifi', 'parking gratuit sur place'"
Maison a Chatelaillon plage,Logement entier : logement . Chez Sarah3 voyageurs *  * 1 chambre *  * 2 lits *  * 2 salles de bain,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",183 EUR ,,1 765 EUR,,3 voyageurs ,1 chambre, 2 lits , 2 salles de bain,"['Acces plage\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptes', 'Television', 'Lave-linge', 'Baignoire', 'Patio ou balcon\xa0: prive(e)']",https://www.airbnb.fr/rooms/859900950308309566?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866843_6KGe53plgwzUofD8&previous_page_section_name=1000&federated_search_id=05563926-fa48-43da-bb4f-867c9f97ffa8,46.09121,-1.09909,58,01/06/2024 - 30/09/2024,Chatelaillon-Plage,859900950308309566,183,maison,"'acces plage\xa0: public ou partage', 'cuisine', 'wifi', 'parking gratuit sur place', 'animaux acceptes', 'television', 'lave-linge', 'baignoire', 'patio ou balcon\xa0: prive(e)'"
La petite maison Verte,,"Thaire, Nouvelle-Aquitaine, France",80 EUR ,,744 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Acces a la plage', 'Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit sur place', 'Television', 'Lave-linge', 'Seche-linge', 'Patio ou balcon\xa0: prive(e)']",https://www.airbnb.fr/rooms/891329469521768126?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866843_ojy1z%2BZpahPPTH24&previous_page_section_name=1000&federated_search_id=05563926-fa48-43da-bb4f-867c9f97ffa8,46.08515,-1.01972,0,01/06/2024 - 30/09/2024,Thaire,891329469521768126,80,maison,"'acces a la plage', 'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit sur place', 'television', 'lave-linge', 'seche-linge', 'patio ou balcon\xa0: prive(e)'"
"LA CARAVELLE 4 
APPARTEMENT
CENTRE CHATELAILLON",Logement entier : appartement en residence . Chez Anne2 voyageurs *  * 1 chambre *  * 1 lit *  * 1 salle de bain,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",90 EUR ,,749 EUR,"4,67 *",2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Wifi', 'Animaux acceptes', 'TV HD', 'Lave-linge (Gratuit) dans le logement', 'Logement fumeur']",https://www.airbnb.fr/rooms/672525789088786035?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866843_B5t3nQsT54lWoHma&previous_page_section_name=1000&federated_search_id=05563926-fa48-43da-bb4f-867c9f97ffa8,46.0734,-1.0908,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,672525789088786035,90,appartement,"'wifi', 'animaux acceptes', 'tv hd', 'lave-linge (gratuit) dans le logement', 'logement fumeur'"
Le baleineau,,"Aytre, Nouvelle-Aquitaine, France",80 EUR,71 EUR ,639 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit sur place', 'TV HD 30"" avec abonnement standard au cable', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: prive(e)', 'Lit parapluie', 'Seche-cheveux']",https://www.airbnb.fr/rooms/663669847830844974?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866843_9Tu5%2F5EADWL0U3mN&previous_page_section_name=1000&federated_search_id=05563926-fa48-43da-bb4f-867c9f97ffa8,46.131,-1.1092,18,01/06/2024 - 30/09/2024,Aytre,663669847830844974,80,Non identifie,"'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit sur place', 'tv hd 30"" avec abonnement standard au cable', 'lave-linge (gratuit) dans le logement', 'patio ou balcon\xa0: prive(e)', 'lit parapluie', 'seche-cheveux'"
Appartement  100 m  de la plage,,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",70 EUR ,,635 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Piscine Partage', 'Television', 'Baignoire', 'Seche-cheveux', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/49203992?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866843_a9t6EhecAFPH1Xgb&previous_page_section_name=1000&federated_search_id=05563926-fa48-43da-bb4f-867c9f97ffa8,46.07957,-1.09406,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,49203992,70,appartement,"'cuisine', 'wifi', 'parking gratuit sur place', 'piscine partage', 'television', 'baignoire', 'seche-cheveux', 'four a micro-ondes'"
Appartement plain pied a 200m de la mer.,,"Yves, Nouvelle-Aquitaine, France",60 EUR ,,549 EUR,,5 voyageurs ,1 chambre, 4 lits , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Television', 'Lave-linge', 'Patio ou balcon\xa0: prive(e)', 'Depot de bagages autorise', 'Lit pour bebe']",https://www.airbnb.fr/rooms/48462932?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866843_84HWUS0WpRSp6Jmh&previous_page_section_name=1000&federated_search_id=05563926-fa48-43da-bb4f-867c9f97ffa8,46.05465,-1.0788,18,01/06/2024 - 30/09/2024,Yves,48462932,60,appartement,"'acces plage ou bord de mer', 'cuisine', 'wifi', 'parking gratuit dans la rue', 'television', 'lave-linge', 'patio ou balcon\xa0: prive(e)', 'depot de bagages autorise', 'lit pour bebe'"
Logement Lumineux,,"Angoulins, Poitou-Charentes, France",68 EUR ,,564 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Television', 'Lave-linge', 'Climatisation', 'Patio ou balcon', 'Arriere-cour', 'Depot de bagages autorise']",https://www.airbnb.fr/rooms/2781013?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866843_xopAWapYK71XI%2BNx&previous_page_section_name=1000&federated_search_id=05563926-fa48-43da-bb4f-867c9f97ffa8,46.10991,-1.11437,0,01/06/2024 - 30/09/2024,Angoulins,2781013,68,Non identifie,"'cuisine', 'wifi', 'parking gratuit sur place', 'television', 'lave-linge', 'climatisation', 'patio ou balcon', 'arriere-cour', 'depot de bagages autorise'"
T2 neuf dans village bord de mer,Logement entier : maison de ville . Chez Stephane5 voyageurs *  * 1 chambre *  * 2 lits *  * 1 salle de bain,"Angoulins, Aquitaine-Limousin-Poitou-Charentes, France",90 EUR ,,828 EUR,"4,75 *",5 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Television', 'Lave-linge', 'Patio ou balcon\xa0: prive(e)', 'Arriere-cour privee - Cloture integrale', 'Refrigerateur', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/14297235?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867147_rj1lUTJEmbrNbJb%2F&previous_page_section_name=1000&federated_search_id=51a33c71-94ea-4717-a267-47cf81e1d65c,46.10933,-1.10121,58,01/06/2024 - 30/09/2024,Angoulins,14297235,90,maison,"'cuisine', 'wifi', 'parking gratuit sur place', 'television', 'lave-linge', 'patio ou balcon\xa0: prive(e)', 'arriere-cour privee - cloture integrale', 'refrigerateur', 'four a micro-ondes'"
Terrasse sur le lac des Minimes a 2 pas de la mer,Logement entier : appartement . Chez Marine2 voyageurs *  * 1 chambre *  * 1 lit *  * 1 salle de bain,"La Rochelle, Nouvelle-Aquitaine, France",65 EUR,59 EUR ,509 EUR,"4,60 *",2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Vue sur le lac', 'Acces plage ou bord de mer\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Television', 'Ascenseur', 'Patio ou balcon\xa0: prive(e)', 'Lit parapluie\xa0: disponible sur demande']",https://www.airbnb.fr/rooms/25062205?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867147_2TbETTN6aZFp5KCk&previous_page_section_name=1000&federated_search_id=51a33c71-94ea-4717-a267-47cf81e1d65c,46.1431,-1.1547,29,01/06/2024 - 30/09/2024,La Rochelle,25062205,65,appartement,"'vue sur le lac', 'acces plage ou bord de mer\xa0: public ou partage', 'cuisine', 'wifi', 'parking gratuit dans la rue', 'television', 'ascenseur', 'patio ou balcon\xa0: prive(e)', 'lit parapluie\xa0: disponible sur demande'"
"Centre ville, 2 pieces lumineux, parking ferme.",,"La Rochelle, Aquitaine-Limousin-Poitou-Charentes, France",81 EUR ,,739 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'TV avec abonnement standard au cable', 'Ascenseur', 'Lave-linge', 'Patio ou balcon', 'Lit parapluie', 'Seche-cheveux']",https://www.airbnb.fr/rooms/14530014?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867147_rO3d1tX6IjOYhdBb&previous_page_section_name=1000&federated_search_id=51a33c71-94ea-4717-a267-47cf81e1d65c,46.15607,-1.14715,0,01/06/2024 - 30/09/2024,La Rochelle,14530014,81,Non identifie,"'cuisine', 'wifi', 'parking gratuit sur place', 'tv avec abonnement standard au cable', 'ascenseur', 'lave-linge', 'patio ou balcon', 'lit parapluie', 'seche-cheveux'"
Logement a deux pas de la mer,,"Angoulins, Nouvelle-Aquitaine, France",56 EUR ,,492 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Vue sur le jardin', 'Acces plage ou bord de mer\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Television', 'Climatisation\xa0: systeme split sans evacuation', 'Refrigerateur', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/891175090545207326?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867147_nb%2BCenvFRK0%2FsxSG&previous_page_section_name=1000&federated_search_id=51a33c71-94ea-4717-a267-47cf81e1d65c,46.10514,-1.10243,0,01/06/2024 - 30/09/2024,Angoulins,891175090545207326,56,Non identifie,"'vue sur le jardin', 'acces plage ou bord de mer\xa0: public ou partage', 'cuisine', 'wifi', 'parking gratuit sur place', 'television', 'climatisation\xa0: systeme split sans evacuation', 'refrigerateur', 'four a micro-ondes'"
Maisonnette a Yves,,"Yves, Nouvelle-Aquitaine, France",76 EUR ,,686 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Acces plage\xa0: Public ou partage', 'Wifi', 'Parking gratuit dans la rue', 'Animaux acceptes', 'TV HD 40"" avec Chromecast, Netflix', 'Lave-linge', 'Four a micro-ondes', 'Sejours longue duree autorises']",https://www.airbnb.fr/rooms/50519965?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867147_cVPBTllxUPZ2Qfze&previous_page_section_name=1000&federated_search_id=51a33c71-94ea-4717-a267-47cf81e1d65c,46.05671,-1.07086,30,01/06/2024 - 30/09/2024,Yves,50519965,76,maison,"'acces plage\xa0: public ou partage', 'wifi', 'parking gratuit dans la rue', 'animaux acceptes', 'tv hd 40"" avec chromecast, netflix', 'lave-linge', 'four a micro-ondes', 'sejours longue duree autorises'"
Charmant deux-pieces dans une maison de bourg,Logement entier : suite . Chez Victor2 voyageurs *  * 1 chambre *  * 1 lit *  * 1 salle de bain,"Angoulins, Nouvelle-Aquitaine, France",68 EUR ,,610 EUR,"4,70 *",2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit dans la rue', 'Animaux acceptes', 'Television', 'Depot de bagages autorise', 'Lit parapluie']",https://www.airbnb.fr/rooms/41738009?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867147_9F%2BAX4aezvNSYZpu&previous_page_section_name=1000&federated_search_id=51a33c71-94ea-4717-a267-47cf81e1d65c,46.10433,-1.11052,0,01/06/2024 - 30/09/2024,Angoulins,41738009,68,suite,"'acces plage ou bord de mer', 'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit dans la rue', 'animaux acceptes', 'television', 'depot de bagages autorise', 'lit parapluie'"
Maison Cosy Terrasse et jardin clos. Proche plage,Logement entier : logement . Chez Laurent2 voyageurs *  * 1 chambre *  * 1 lit *  * 1 salle de bain,"Fouras, Nouvelle-Aquitaine, France",73 EUR ,,625 EUR,"4,85 *",2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Wifi', 'Allee de stationnement gratuite sur place\xa0: 2\xa0places', 'Television', 'Lave-linge', 'Refrigerateur', 'Four a micro-ondes', 'Sejours longue duree autorises']",https://www.airbnb.fr/rooms/43942323?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867147_3Nf%2BS8ir3a%2BfAC9k&previous_page_section_name=1000&federated_search_id=51a33c71-94ea-4717-a267-47cf81e1d65c,45.9829,-1.08111,13,01/06/2024 - 30/09/2024,Fouras,43942323,73,maison,"'acces plage ou bord de mer', 'cuisine', 'wifi', 'allee de stationnement gratuite sur place\xa0: 2\xa0places', 'television', 'lave-linge', 'refrigerateur', 'four a micro-ondes', 'sejours longue duree autorises'"
Les Boucholeurs,Logement entier : logement . Chez Frederique4 voyageurs *  * 1 chambre *  * 1 lit *  * 1 salle de bain,"Yves, Nouvelle-Aquitaine, France",105 EUR ,,893 EUR,"5,0 *",4 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Television', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: prive(e)', 'Lit parapluie\xa0: disponible sur demande', ""Livres et jouets pour enfants de Jusqu'a 2\xa0ans""]",https://www.airbnb.fr/rooms/856203447917797460?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867147_cNgc9qgf0wVtOzZ%2B&previous_page_section_name=1000&federated_search_id=51a33c71-94ea-4717-a267-47cf81e1d65c,46.0573,-1.0731,0,01/06/2024 - 30/09/2024,Yves,856203447917797460,105,logement,"'cuisine', 'wifi', 'parking gratuit sur place', 'television', 'lave-linge (gratuit) dans le logement', 'patio ou balcon\xa0: prive(e)', 'lit parapluie\xa0: disponible sur demande', ""livres et jouets pour enfants de jusqu'a 2\xa0ans"""
Gite / Meuble de Tourisme La Cabane Bleue,,"Salles-sur-Mer, Nouvelle-Aquitaine, France",61 EUR ,,522 EUR,,6 voyageurs ,1 chambre, 3 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Television', 'Lave-linge']",https://www.airbnb.fr/rooms/981752188655605193?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867147_qv6zfbuFKu5b9MIV&previous_page_section_name=1000&federated_search_id=51a33c71-94ea-4717-a267-47cf81e1d65c,46.1086,-1.0593,0,01/06/2024 - 30/09/2024,Salles-sur-Mer,981752188655605193,61,gite,"'cuisine', 'wifi', 'parking gratuit sur place', 'television', 'lave-linge'"
LA CARAVELLE 3 APPARTEMENT CENTRE CHATELAILLON,,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",115 EUR ,,947 EUR,,3 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Vue sur le jardin', 'Acces plage\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Animaux acceptes', 'TV 40"" avec abonnement standard au cable', 'Lave-linge (Gratuit)', 'Patio ou balcon\xa0: prive(e)']",https://www.airbnb.fr/rooms/23073356?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867147_fwBeMf37H0J%2F3xEu&previous_page_section_name=1000&federated_search_id=51a33c71-94ea-4717-a267-47cf81e1d65c,46.07275,-1.09112,46,01/06/2024 - 30/09/2024,Chatelaillon-Plage,23073356,115,appartement,"'vue sur le jardin', 'acces plage\xa0: public ou partage', 'cuisine', 'wifi', 'parking gratuit dans la rue', 'animaux acceptes', 'tv 40"" avec abonnement standard au cable', 'lave-linge (gratuit)', 'patio ou balcon\xa0: prive(e)'"
Entre Lac et Ocean,,"Aytre, Nouvelle-Aquitaine, France",86 EUR,77 EUR ,699 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Acces a la plage', 'Cuisine', 'Parking gratuit sur place', 'Television', 'Patio ou balcon\xa0: prive(e)', 'Seche-cheveux', 'Refrigerateur Far', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/902552888181299110?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867467_c2VxjePrgZTpjOjo&previous_page_section_name=1000&federated_search_id=960f42f7-b673-4d4c-8e06-b23000f415ed,46.12742,-1.12804,0,01/06/2024 - 30/09/2024,Aytre,902552888181299110,86,Non identifie,"'acces a la plage', 'cuisine', 'parking gratuit sur place', 'television', 'patio ou balcon\xa0: prive(e)', 'seche-cheveux', 'refrigerateur far', 'four a micro-ondes'"
Studio a 80 m de la plage,Logement entier : logement . Chez Vudici2 voyageurs *  * 1 chambre *  * 2 lits *  * 1 salle de bain,"Chatelaillon-Plage, Poitou-Charentes, France",50 EUR ,,440 EUR,"4,40 *",2 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Acces plage ou bord de mer\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Arriere-cour privee - Cloture integrale', 'Depot de bagages autorise', 'Livres et jouets pour enfants', 'Seche-cheveux']",https://www.airbnb.fr/rooms/7044736?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864962_IxKNNGUaz%2FLCJsmO&previous_page_section_name=1000&federated_search_id=57875402-eaa5-4a07-b540-a6aea11819d5,46.08094,-1.09463,4,01/06/2024 - 30/09/2024,Chatelaillon-Plage,7044736,50,appartement,"'acces plage ou bord de mer\xa0: public ou partage', 'cuisine', 'wifi', 'parking gratuit sur place', 'arriere-cour privee - cloture integrale', 'depot de bagages autorise', 'livres et jouets pour enfants', 'seche-cheveux'"
Location d' ete a Chatelaillon,,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",100 EUR,90 EUR ,793 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Animaux acceptes', 'Television', 'Refrigerateur', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/937579043217533801?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696865892_rCHHnOceyvK5G7Zn&previous_page_section_name=1000&federated_search_id=22ef6c11-49bb-449c-bb4c-ababbd9e6c29,46.0753,-1.0914,30,01/06/2024 - 30/09/2024,Chatelaillon-Plage,937579043217533801,100,Non identifie,"'cuisine', 'wifi', 'animaux acceptes', 'television', 'refrigerateur', 'four a micro-ondes'"
Studio en bord de mer,,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",58 EUR ,,532 EUR,,3 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Vue sur la cour', 'Acces a la plage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptes', 'Television', 'Lave-linge (Gratuit) dans le logement', 'Lit pour bebe\xa0: disponible sur demande', 'Lit parapluie\xa0: disponible sur demande']",https://www.airbnb.fr/rooms/43697319?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864962_jZIATPAxiVhtZzf5&previous_page_section_name=1000&federated_search_id=57875402-eaa5-4a07-b540-a6aea11819d5,46.0536,-1.085,57,01/06/2024 - 30/09/2024,Chatelaillon-Plage,43697319,58,appartement,"'vue sur la cour', 'acces a la plage', 'cuisine', 'wifi', 'parking gratuit sur place', 'animaux acceptes', 'television', 'lave-linge (gratuit) dans le logement', 'lit pour bebe\xa0: disponible sur demande', 'lit parapluie\xa0: disponible sur demande'"
Maisonette pour 4 Personnes a 500 metres de la mer,,"Yves, Nouvelle-Aquitaine, France",55 EUR ,,471 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptes', 'Television', 'Lave-linge', 'Refrigerateur', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/626917411118318567?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696863527_zBG4ey1dI%2F%2Fp0lIa&previous_page_section_name=1000&federated_search_id=1d5b665a-ab2d-4882-90da-07033c8a19ba,46.055,-1.0818,0,01/06/2024 - 30/09/2024,Yves,626917411118318567,55,maison,"'cuisine', 'wifi', 'parking gratuit sur place', 'animaux acceptes', 'television', 'lave-linge', 'refrigerateur', 'four a micro-ondes'"
Maison de bord de mer,Logement entier : logement . Chez Claire4 voyageurs *  * 1 chambre *  * 2 lits *  * 1 salle de bain,"Angoulins, Nouvelle-Aquitaine, France",98 EUR ,,900 EUR,"4,85 *",4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Wifi rapide (69\xa0Mbit/s)', 'Parking gratuit sur place', 'Television', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: prive(e)', 'Seche-cheveux', 'Refrigerateur']",https://www.airbnb.fr/rooms/48311655?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864565_A5%2Bu%2BE7UuVnfv3CW&previous_page_section_name=1000&federated_search_id=1c1b81f1-58a0-4039-9c1b-63bbdc45b18b,46.09503,-1.09881,28,01/06/2024 - 30/09/2024,Angoulins,48311655,98,maison,"'acces plage ou bord de mer', 'cuisine', 'wifi rapide (69\xa0mbit/s)', 'parking gratuit sur place', 'television', 'lave-linge (gratuit) dans le logement', 'patio ou balcon\xa0: prive(e)', 'seche-cheveux', 'refrigerateur'"
La cabane rose,,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",86 EUR ,,791 EUR,,4 voyageurs ,1 chambre, 3 lits , 1 salle de bain,"['Acces plage\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Television', 'Lave-linge (Gratuit) dans le logement', 'Lit parapluie\xa0: disponible sur demande', 'Livres et jouets pour enfants de Entre 2 et 5\xa0ans et Entre 5 et 10\xa0ans', 'Chaise haute pliable ou transformable\xa0: disponible sur demande']",https://www.airbnb.fr/rooms/851196702598128331?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864565_Q4Twwb0AgoEoSqs9&previous_page_section_name=1000&federated_search_id=1c1b81f1-58a0-4039-9c1b-63bbdc45b18b,46.0715,-1.0874,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,851196702598128331,86,Non identifie,"'acces plage\xa0: public ou partage', 'cuisine', 'wifi', 'parking gratuit sur place', 'television', 'lave-linge (gratuit) dans le logement', 'lit parapluie\xa0: disponible sur demande', 'livres et jouets pour enfants de entre 2 et 5\xa0ans et entre 5 et 10\xa0ans', 'chaise haute pliable ou transformable\xa0: disponible sur demande'"
Maisonnette avec terrasse,,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",100 EUR,90 EUR ,744 EUR,,2 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Vue sur la baie', 'Vue sur la cour', 'Acces plage\xa0: Public ou partage', 'Cuisine', 'Vitesse du reseau wifi\xa0: 37\xa0Mbps', 'Parking gratuit sur place', 'TV HD 32"" avec abonnement standard au cable', 'Seche-linge (Payant) dans le batiment', 'Patio ou balcon\xa0: prive(e)']",https://www.airbnb.fr/rooms/595484643001503981?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864565_lPBQrqQkKQm9M2AQ&previous_page_section_name=1000&federated_search_id=1c1b81f1-58a0-4039-9c1b-63bbdc45b18b,46.0558,-1.08518,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,595484643001503981,100,maison,"'vue sur la baie', 'vue sur la cour', 'acces plage\xa0: public ou partage', 'cuisine', 'vitesse du reseau wifi\xa0: 37\xa0mbps', 'parking gratuit sur place', 'tv hd 32"" avec abonnement standard au cable', 'seche-linge (payant) dans le batiment', 'patio ou balcon\xa0: prive(e)'"
Maison face a l'ocean,Logement entier : logement . Chez Claudine4 voyageurs *  * 1 chambre *  * 1 lit *  * 1 salle de bain,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",102 EUR ,,868 EUR,"5,0 *",4 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Acces a la plage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Television', 'Lave-linge', 'Patio ou balcon\xa0: prive(e)', 'Lit parapluie\xa0: toujours dans le logement']",https://www.airbnb.fr/rooms/868718163734933447?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696863956_t249hr%2FlUDqa%2BZyV&previous_page_section_name=1000&federated_search_id=95a87b64-f401-47b7-8adc-5cdc8e889fc7,46.08099,-1.09452,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,868718163734933447,102,maison,"'acces a la plage', 'cuisine', 'wifi', 'parking gratuit sur place', 'television', 'lave-linge', 'patio ou balcon\xa0: prive(e)', 'lit parapluie\xa0: toujours dans le logement'"
C'est une maison bleue,Logement entier : logement . Chez Maryline2 voyageurs *  * 1 chambre *  * 1 lit *  * 1 salle de bain,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",66 EUR ,,565 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit sur place', 'Television', 'Lave-linge']",https://www.airbnb.fr/rooms/814450798884949593?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864565_xLzakLL5DbN9o%2F9N&previous_page_section_name=1000&federated_search_id=1c1b81f1-58a0-4039-9c1b-63bbdc45b18b,46.07963,-1.08055,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,814450798884949593,66,maison,"'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit sur place', 'television', 'lave-linge'"
